3.14
1.81
2.53
1.89
0.73
2.15
2.56
2.07
1.65
13.74
18.33
3.28
2.05
2.34
4.05
0.91
1.30
1.12
0.87
0.17
1.14
2.68
9.50
0.56
0.34
0.85
3.50
0.92
1.40
6.30
0.31
0.65
0.55
0.08
0.13
2.54
0.72
2.98
1.12
0.45
2.37
9.38
4.85
0.79
0.37
1.57
2.54
3.48
1.07
4.95
0.63
0.06
0.77
2.92
3.08
2.07
10.00
1.40
9.47
1.64
1.14
5.60
0.33
11.14
3.97
14.48
16.78
3.34
2.21
0.74
3.61
3.09
1.41
